S.No.,Class,Subcategory_id,URL,Focus Word,Examples,Members
25,17,throw-17.1,https://verbs.colorado.edu/verb-index/vn/throw-17.1.php,tossed,['Steve tossed the ball from the corner.'],"['cast', 'discard']"
26,17,pelt-17.2,https://verbs.colorado.edu/verb-index/vn/pelt-17.2.php,pelted,['Steve pelted Anna with acorns.'],"['bombard', 'buffet', 'pelt', 'pepperspray', 'shell', 'shower', 'stone']"
27,18,swat-18.2,https://verbs.colorado.edu/verb-index/vn/swat-18.2.php,swatted,['Paula swatted the fly with a dishcloth.'],"['bite', 'chop', 'claw', 'kick', 'paw', 'peck', 'punch', 'scratch', 'slice', 'slug', 'stab', 'swat', 'swipe']"
28,18,bump-18.4,https://verbs.colorado.edu/verb-index/vn/bump-18.4.php,hit,['The grocery cart hit against the wall.'],"['hit', 'run']"
29,21,carve-21.2-2,https://verbs.colorado.edu/verb-index/vn/carve-21.2.php,carves,['Marble carves easily.'],"['bore', 'carve', 'chop', 'crop', 'crumb', 'drill', 'file', 'lance', 'mangle', 'mill', 'mow', 'pink', 'prune', 'punch', 'sand', 'scollop', 'spear', 'tool', 'tread']"
30,21,carve-21.2-1,https://verbs.colorado.edu/verb-index/vn/carve-21.2.php,crushed,['Carol crushed the ice with a hammer.'],"['bruise', 'chip', 'cleave', 'crumble', 'crumple', 'crunch', 'crush', 'cube', 'dent', 'dice', 'fillet', 'flake', 'flatten', 'gash', 'gouge', 'grate', 'grind', 'mangle', 'mash', 'mince', 'nick', 'notch', 'perforate', 'pulverize', 'quarter', 'scollop', 'scrunch', 'shred', 'slice', 'slit', 'smash', 'squash', 'squish', 'trench']"
31,22,mix-22.1-2,https://verbs.colorado.edu/verb-index/vn/mix-22.1.php,connected,['These computers connected well.'],"['add', 'tie', 'connect', 'join', 'link', 'network', 'pair', 'pool', 'rejoin', 'unite']"
32,22,amalgamate-22.2,https://verbs.colorado.edu/verb-index/vn/amalgamate-22.2.php,alternate,['Folk songs alternate well with pop songs.'],['intermarry']
33,22,amalgamate-22.2-1,https://verbs.colorado.edu/verb-index/vn/amalgamate-22.2.php,incorporate,['Diabetics can now incorporate sugar into their desserts.'],"['couple', 'incorporate', 'integrate', 'match', 'overlap', 'amalgamate', 'coalesce', 'consolidate', 'intermingle']"
34,22,amalgamate-22.2-1-1,https://verbs.colorado.edu/verb-index/vn/amalgamate-22.2.php,intermingled,['The yolks and the whites intermingled.'],"['amalgamate', 'coalesce', 'consolidate', 'intermingle']"
35,22,amalgamate-22.2-3,https://verbs.colorado.edu/verb-index/vn/amalgamate-22.2.php,engaged,['John and Mary are engaged.'],"['oppose', 'figure', 'introduce', 'marry', 'remarry', 'wed', 'engage']"
36,22,amalgamate-22.2-3-1,https://verbs.colorado.edu/verb-index/vn/amalgamate-22.2.php,introduced,['John introduced Mary to me.'],"['figure', 'introduce', 'marry', 'remarry', 'wed']"
37,22,shake-22.3,https://verbs.colorado.edu/verb-index/vn/shake-22.3.php,whip,['Sugar and cream whip together easily.'],[]
38,22,shake-22.3-2,https://verbs.colorado.edu/verb-index/vn/shake-22.3.php,gathered,['Herman gathered the students together.'],"['band', 'baste', 'cluster', 'collate', 'collect', 'fix', 'gather', 'glom', 'group', 'herd', 'pair', 'roll', 'sew', 'shake', 'shuffle', 'stick', 'affix', 'agglutinate', 'attach', 'bind', 'bond', 'bundle', 'concatenate', 'fasten', 'fixate', 'graft', 'jumble', 'ligate', 'moor', 'package', 'secure', 'splice', 'toggle', 'weld']"
39,22,shake-22.3-2-1,https://verbs.colorado.edu/verb-index/vn/shake-22.3.php,spliced,['Herman spliced ropes.'],"['affix', 'agglutinate', 'attach', 'bind', 'bond', 'bundle', 'concatenate', 'fasten', 'fixate', 'graft', 'jumble', 'ligate', 'moor', 'package', 'secure', 'splice', 'toggle', 'weld']"
40,22,tape-22.4,https://verbs.colorado.edu/verb-index/vn/tape-22.4.php,tape,['Labels tape easily to that kind of cover.'],"['affix', 'anchor', 'band', 'belt', 'bolt', 'bond', 'bracket', 'buckle', 'button', 'cable', 'cement', 'chain', 'cinch', 'connect', 'epoxy', 'fasten', 'fetter', 'glue', 'gum', 'handcuff', 'harness', 'hinge', 'hitch', 'hook', 'knot', 'lace', 'lash', 'lasso', 'latch', 'leash', 'link', 'lock', 'loop', 'manacle', 'moor', 'muzzle', 'nail', 'padlock', 'paste', 'peg', 'pin', 'plaster', 'rivet', 'rope', 'screw', 'seal', 'shackle', 'skewer', 'solder', 'staple', 'stitch', 'strap', 'string', 'suture', 'tack', 'tape', 'tether', 'thread', 'thumbtack', 'tie', 'trammel', 'truss', 'weld', 'wire', 'yoke', 'zip']"
41,22,cling-22.5,https://verbs.colorado.edu/verb-index/vn/cling-22.5.php,clung,['The child and her mother clung together.'],"['adhere', 'cleave', 'cling']"
42,23,split-23.2,https://verbs.colorado.edu/verb-index/vn/split-23.2.php,blowed,[‘The twig blowed off the branch.'],"['blow', 'break', 'cut', 'draw', 'hack', 'hew', 'kick', 'knock', 'pry', 'pull', 'push', 'rip', 'roll', 'saw', 'shove', 'slip', 'sliver', 'snap', 'split', 'tear', 'tug', 'yank']"
43,23,disassemble-23.3,https://verbs.colorado.edu/verb-index/vn/disassemble-23.3.php,unscrewed,['I unscrewed the handle from the box.'],"['carve', 'detach', 'disassemble', 'disconnect', 'dismantle', 'dismount', 'pare', 'partition', 'segregate', 'sieve', 'sift', 'slice', 'sunder', 'unbolt', 'unbuckle', 'unbutton', 'unchain', 'unclamp', 'unclasp', 'unclip', 'unfasten', 'unfix', 'unglue', 'unhinge', 'unhitch', 'unhook', 'unlace', 'unlatch', 'unleash', 'unlock', 'unpeg', 'unpin', 'unscrew', 'unseal', 'unshackle', 'unstaple', 'unstitch', 'untie', 'unzip']"
44,23,differ-23.4,https://verbs.colorado.edu/verb-index/vn/differ-23.4.php,differed,['The winter schedule differed from the spring schedule.'],"['branch', 'deviate', 'differ', 'diverge', 'vary']"
45,23,separate-23.1,https://verbs.colorado.edu/verb-index/vn/separate-23.1.php,separated,['I separated the yolk and the white.'],"['disassociate', 'sever', 'uncoil']"
46,24,coloring-24,https://verbs.colorado.edu/verb-index/vn/coloring-24.php,colors,['Claire colors the picture red.'],"['color', 'distemper', 'dye', 'enamel', 'glaze', 'japan', 'lacquer', 'paint', 'repaint', 'shellac', 'spraypaint', 'stain', 'starch', 'tint', 'varnish']"
47,25,illustrate-25.3,https://verbs.colorado.edu/verb-index/vn/illustrate-25.3.php,decorated,['The jeweler decorated the ring with the name.'],"['address', 'adorn', 'autograph', 'bead', 'brand', 'date', 'decorate', 'embellish', 'endorse', 'gild', 'ice', 'illuminate', 'illustrate', 'initial', 'label', 'letter', 'monogram', 'ornament', 'redecorate', 'tag']"
48,25,transcribe-25.4,https://verbs.colorado.edu/verb-index/vn/transcribe-25.4.php,transcribed,['The secretary transcribed the speech into the record.'],"['chart', 'chronicle', 'copy', 'document', 'duplicate', 'film', 'forge', 'microfilm', 'photocopy', 'photograph', 'record', 'tally', 'tally_up', 'tape', 'televise', 'transcribe', 'type', 'videotape']"
49,26,build-26.1,https://verbs.colorado.edu/verb-index/vn/build-26.1.php,build,"['The contractor will build you a house for $100,000.']","['arrange', 'assemble', 'bake', 'bead', 'blow', 'cast', 'chisel', 'churn', 'compile', 'cook', 'crochet', 'develop', 'embroider', 'erect', 'fashion', 'fold', 'forge', 'formulate', 'grind', 'grow', 'hack', 'hammer', 'knit', 'mold', 'pound', 'reassemble', 'refashion', 'roll', 'sculpture', 'sew', 'spin', 'stitch', 'weave', 'whittle']"
50,26,grow-26.2,https://verbs.colorado.edu/verb-index/vn/grow-26.2.php,grow,[ 'An oak tree will grow from that acorn.'],"['develop', 'evolve', 'generate', 'grow', 'hatch', 'maturate', 'mature', 'redevelop']"
51,26,preparing-26.3-2,https://verbs.colorado.edu/verb-index/vn/preparing-26.3.php,grilled,['Donna grilled me steaks.'],"['barbecue', 'barbeque', 'boil', 'broil', 'clean', 'fry', 'grill', 'hardboil', 'iron', 'microwave', 'overbake', 'poach', 'pour', 'roast', 'scramble', 'set', 'softboil', 'toast', 'wash', 'weld']"
52,26,create-26.4,https://verbs.colorado.edu/verb-index/vn/create-26.4.php,designated,['They designed the Westinghouse-Mitsubishi venture as a non-equity transaction.'],"['author', 'coin', 'compose', 'compute', 'concoct', 'construct', 'contrive', 'cowrite', 'create', 'derive', 'draft', 'fabricate', 'form', 'formulate', 'improvise', 'invent', 'lay', 'manufacture', 'mass-produce', 'model', 'organize', 'piece_together', 'produce', 'rebuild', 'recreate', 'style', 'synthesize', 'write']"
53,26,create-26.4-1,https://verbs.colorado.edu/verb-index/vn/create-26.4.php,dug,['David dug me a hole.'],"['conjure', 'craft', 'design', 'dig', 'mint', 'publish', 'rearrange', 'reconstitute', 'reorganize', 'schedule', 'stage']"
54,26,turn-26.6.1,https://verbs.colorado.edu/verb-index/vn/turn-26.6.1.php,transformed,['The 1980s bull market transformed the U.S. securities business.'],"['alter', 'deform', 'metamorphose', 'morph', 'mutate', 'transform', 'translate', 'transmute']"
55,26,turn-26.6.1-1,https://verbs.colorado.edu/verb-index/vn/turn-26.6.1.php,converted,['The thrift converted to a stock form of ownership from a mutual form in April 1986.'],"['change', 'convert', 'turn']"
56,26,adjust-26.9,https://verbs.colorado.edu/verb-index/vn/adjust-26.9.php,adapted,['He adapted himself to waking up early.'],"['accommodate', 'adapt', 'adjust', 'assimilate', 'conform', 'fit', 'gear', 'readapt', 'readjust']"
57,26,preparing-26.3-1,https://verbs.colorado.edu/verb-index/vn/preparing-26.3.php,fixed,['Donna fixed me a sandwich.'],"['bake', 'blend', 'brew', 'clear', 'cook', 'cook_up', 'cultivate', 'fix', 'invent', 'kindle', 'light', 'mix', 'prepare', 'ready', 'roll', 'run', 'toss']"
58,27,engender-27,https://verbs.colorado.edu/verb-index/vn/engender-27.php,engender,['Racial inequality engenders conflict.'],"['actuate', 'arouse', 'beget', 'bring_about', 'call_forth', 'cause', 'create', 'elicit', 'engender', 'generate', 'incite', 'inspire', 'instigate', 'kindle', 'produce', 'prompt', 'provoke', 'set_off', 'shape', 'sire', 'spark', 'spawn', 'stimulate', 'stir_up']"
59,29,appoint-29.1,https://verbs.colorado.edu/verb-index/vn/appoint-29.1.php,elected,['We elected him governor.'],"['adopt', 'appoint', 'coronate', 'crown', 'designate', 'elect', 'install', 'mark', 'name', 'nominate', 'ordain', 'proclaim', 'reelect', 'upgrade', 'want']"
60,29,characterize-29.2,https://verbs.colorado.edu/verb-index/vn/characterize-29.2.php,characterized,['He characterized him as being smart.'],"['adopt', 'bill', 'cast', 'certify', 'class', 'classify', 'count', 'depict', 'detail', 'diagnose', 'envision', 'hail', 'interpret', 'judge', 'moot', 'paint', 'peg', 'perceive', 'picture', 'pidgeonhole', 'pigeonhole', 'praise', 'rank', 'recast', 'redraw', 'regard', 'select', 'specify', 'stamp', 'stereotype', 'subselect', 'take', 'treat', 'typecast']"
61,29,characterize-29.2-1,https://verbs.colorado.edu/verb-index/vn/characterize-29.2.php,described,['He described what we should do.'],"['characterize', 'conceive', 'know', 'see', 'underestimate', 'view', 'accept', 'define', 'describe', 'envisage', 'identify', 'imagine', 'portray', 'recollect', 'remember', 'represent', 'visualize', 'report', 'reveal']"
62,29,declare-29.4,https://verbs.colorado.edu/verb-index/vn/declare-29.4.php,maintained,['The president maintained Smith to be a good man.'],[]
63,29,declare-29.4-1,https://verbs.colorado.edu/verb-index/vn/declare-29.4.php,declared,['The president declared John as stupid.'],"['maintain', 'prove', 'declare', 'find', 'judge', 'profess']"
64,29,declare-29.4-1-1,https://verbs.colorado.edu/verb-index/vn/declare-29.4.php,professed,['John professed loving the miscreants.'],"['prove', 'declare', 'find', 'judge', 'profess']"
65,29,declare-29.4-1-1-2,https://verbs.colorado.edu/verb-index/vn/declare-29.4.php,judged,['John judged whether he should come.'],"['find', 'judge']"
66,29,captain-29.8,https://verbs.colorado.edu/verb-index/vn/captain-29.8.php,clerked,['Her cousin clerked for Judge Davis.'],"['butcher', 'judge', 'lawyer', 'midwife', 'model', 'prostitute', 'soldier', 'volunteer', 'whore']"
67,29,captain-29.8-1,https://verbs.colorado.edu/verb-index/vn/captain-29.8.php,tutored,['Miriam tutored her brother.'],"['babysit', 'boss', 'bully', 'butler', 'caddy', 'captain', 'champion', 'chaperone', 'chauffeur', 'clerk', 'coach', 'cox', 'crew', 'doctor', 'emcee', 'escort', 'guard', 'host', 'mother', 'nurse', 'partner', 'pilot', 'pioneer', 'police', 'referee', 'shepherd', 'skipper', 'sponsor', 'tailor', 'tutor', 'umpire', 'understudy', 'usher', 'valet', 'witness', 'star']"
68,29,captain-29.8-1-1,https://verbs.colorado.edu/verb-index/vn/captain-29.8.php,starred,['The show starred Miriam.'],['star']
69,29,classify-29.10,https://verbs.colorado.edu/verb-index/vn/classify-29.10.php,classified,['She classified the works as dangerous.’],"['bracket', 'catalogue', 'categorize', 'chunk', 'class', 'classify', 'code', 'constellate', 'grade', 'group', 'isolate', 'lump', 'number', 'reclassify', 'recode', 'regroup', 'seed', 'separate', 'sort', 'sort_out']"
70,29,dub-29.3,https://verbs.colorado.edu/verb-index/vn/dub-29.3.php,named,['The captain named the ship Seafarer.'],"['anoint', 'baptize', 'brand', 'call', 'christen', 'consecrate', 'crown', 'decree', 'dub', 'label', 'make', 'name', 'nickname', 'pronounce', 'rename', 'rule', 'stamp', 'style', 'term', 'vote']"
71,29,conjecture-29.5-1,https://verbs.colorado.edu/verb-index/vn/conjecture-29.5.php,feel,['The populace feel that the RIAA has too much power.'],"['allow', 'anticipate', 'believe', 'conjecture', 'deny', 'determine', 'doubt', 'expect', 'feel', 'foreknow', 'foresee', 'foretell', 'guess', 'hold', 'infer', 'know', 'mean', 'presume', 'prognosticate', 'prophesy', 'realize', 'recognize', 'repute', 'speculate', 'surmise', 'suspect', 'swear', 'trust', 'vaticinate']"
72,29,masquerade-29.6-1,https://verbs.colorado.edu/verb-index/vn/masquerade-29.6.php,acted,['Dina acted like a cretin.'],"['act', 'behave']"
73,29,consider-29.9,https://verbs.colorado.edu/verb-index/vn/consider-29.9.php,considered,['I considered how to be a professor.'],[]
74,30,peer-30.3,https://verbs.colorado.edu/verb-index/vn/peer-30.3.php,peered,['We peered at the baby.'],"['attend', 'check', 'eavesdrop', 'gape', 'gawk', 'gaze', 'glance', 'glare', 'goggle', 'leer', 'listen', 'look', 'ogle', 'peek', 'peep', 'peer', 'sniff', 'snoop', 'squint', 'stare']"
75,31,marvel-31.3,https://verbs.colorado.edu/verb-index/vn/marvel-31.3.php,suffer,['I will suffer.'],[]
76,31,marvel-31.3-1,https://verbs.colorado.edu/verb-index/vn/marvel-31.3.php,marveled,['Megan marveled at the Grand Canyon.'],"['chafe', 'cheer', 'cringe', 'enthuse', 'exult', 'flip_out', 'freak_out', 'fume', 'gladden', 'go_apeshit', 'go_ballistic', 'lose_it', 'madden', 'marvel', 'rage', 'rejoice', 'sadden', 'sicken', 'start', 'swoon', 'thrill', 'wonder']"
77,31,marvel-31.3-6,https://verbs.colorado.edu/verb-index/vn/marvel-31.3.php,approved,"[""I certainly approved of Mary's acquaitance.""]","['approve', 'beware', 'despair', 'disapprove', 'sicken', 'tire', 'weary']"
78,31,marvel-31.3-7,https://verbs.colorado.edu/verb-index/vn/marvel-31.3.php,grooved,['I grooved on David Lynch films.'],['groove']
79,31,appeal-31.4-2,https://verbs.colorado.edu/verb-index/vn/appeal-31.4.php,grates,['The music grates on me.'],"['grate', 'jar']"
80,31,amuse-31.1,https://verbs.colorado.edu/verb-index/vn/amuse-31.1.php,amused,['The clown amused the children.'],"['abash', 'affect', 'afflict', 'affront', 'aggravate', 'aggrieve', 'agitate', 'agonize', 'alarm', 'alienate', 'amaze', 'amuse', 'anger', 'annoy', 'antagonize', 'appall', 'appease', 'arouse', 'assuage', 'astonish', 'astound', 'awe', 'baffle', 'befuddle', 'beguile', 'bewilder', 'bewitch', 'boggle', 'bore', 'bother', 'browbeat', 'bug', 'calm', 'captivate', 'chagrin', 'charm', 'cheer', 'chill', 'cloy', 'comfort', 'concern', 'confound', 'confuse', 'console', 'content', 'convince', 'cow', 'crush', 'cut', 'daunt', 'daze', 'dazzle', 'deject', 'delight', 'demolish', 'demoralize', 'depress', 'devastate', 'disappoint', 'disarm', 'discombobulate', 'discomfit', 'discompose', 'disconcert', 'discourage', 'disgrace', 'disgruntle', 'disgust', 'dishearten', 'dishonour', 'disillusion', 'dismay', 'dispirit', 'displease', 'disquiet', 'dissatisfy', 'distract', 'distress', 'disturb', 'divert', 'dumbfound', 'elate', 'electrify', 'embarrass', 'embolden', 'enchant', 'encourage', 'enervate', 'enflame', 'engage', 'engross', 'enlighten', 'enliven', 'enrage', 'enrapture', 'entertain', 'enthrall', 'enthuse', 'entice', 'entrance', 'exasperate', 'excite', 'exhaust', 'exhilarate', 'fascinate', 'fatigue', 'faze', 'flabbergast', 'flatter', 'floor', 'flummox', 'fluster', 'fox', 'frighten', 'frustrate', 'fuddle', 'gall', 'galvanize', 'gladden', 'gratify', 'grieve', 'harass', 'harm', 'haunt', 'hearten', 'horrify', 'humble', 'humiliate', 'hurt', 'hypnotize', 'impair', 'impress', 'incense', 'inflame', 'infuriate', 'inspire', 'insult', 'interest', 'intimidate', 'intoxicate', 'intrigue', 'invigorate', 'irk', 'irritate', 'jade', 'jar', 'jollify', 'jolt', 'lull', 'madden', 'menace', 'mesmerize', 'miff', 'misguide', 'molest', 'mollify', 'mortify', 'move', 'muddle', 'mystify', 'nauseate', 'nettle', 'nonplus', 'numb', 'obsess', 'occupy', 'offend', 'outrage', 'overawe', 'overwhelm', 'pacify', 'pain', 'peeve', 'perplex', 'perturb', 'pester', 'pique', 'placate', 'plague', 'please', 'preoccupy', 'provoke', 'puzzle', 'quench', 'rag', 'rankle', 'ravish', 'reassure', 'recharge', 'refresh', 'rejuvenate', 'relax', 'relieve', 'repel', 'repulse', 'revitalize', 'revolt', 'rile', 'roil', 'ruffle', 'sadden', 'satiate', 'satisfy', 'scandalize', 'scare', 'shake', 'shame', 'shock', 'sicken', 'smite', 'sober', 'solace', 'soothe', 'spellbind', 'spook', 'stagger', 'startle', 'stimulate', 'sting', 'stir', 'strike', 'stump', 'stun', 'stupefy', 'surprise', 'tantalize', 'taunt', 'tease', 'tempt', 'terrify', 'terrorize', 'threaten', 'thrill', 'throw', 'tickle', 'tire', 'titillate', 'torment', 'torture', 'touch', 'transfix', 'transport', 'trouble', 'try', 'unnerve', 'unsettle', 'uplift', 'upset', 'vex', 'weary', 'worry', 'wound', 'wow']"
81,31,marvel-31.3-2,https://verbs.colorado.edu/verb-index/vn/marvel-31.3.php,cared,['We cared about the opera.'],"['bother', 'care', 'flip_out', 'freak_out', 'fret', 'go_apeshit', 'go_ballistic', 'lose_it', 'mind', 'moon', 'rage', 'rejoice', 'rhapsodize', 'stew', 'stress', 'sulk', 'worry']"
82,32,long-32.2,https://verbs.colorado.edu/verb-index/vn/long-32.2.php,hankered,['John hankered to move up the corporate ladder.'],[]
83,33,judgment-33,https://verbs.colorado.edu/verb-index/vn/judgment-33.php,praised,"[""They praised the volunteer's dedication.""]","['abuse', 'assault', 'backbite', 'blame', 'blaspheme', 'condone', 'gibe', 'imprecate', 'repay', 'slang']"
